clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
brb going sulk bed friday,[],1,0,1,0,1,0,0,1,1,0,0,0.012382003187446365,0.0002908808842778882,0.0085431654676259,0.00023432923257176333,0.012221423436376708,0.0002357045208127092,0.010741364785172704,0.0,0.008724915866882713,0.0002008233758409479,0.0036435905929115605,0.0,0.006621542083578575,0.0,0.012635379061371842,0.0007478312892611427,0.01441578148710167,0.000427715996578272,0.0034947578632051925,0.0,0.003565970453387672,0.0
believe gon start singing snap stories tractor switch little bit,[],0,1,0,0,1,0,0,0,0,0,0,0.014588696824813044,0.0001454404421389441,0.020458633093525178,0.0011716461628588166,0.014737598849748382,0.00014142271248762553,0.010951979780960405,0.00019603999215840032,0.02131372304624205,0.00045185259564213277,0.011593242795627692,0.0,0.019570335491465567,6.135722174499939e-05,0.01022864019253911,0.00014956625785222854,0.015326251896813354,0.00012220457045093486,0.012980529206190715,0.00033057851239669424,0.013754457463066732,0.0
first time sober birthday years recovery sobriety sober soberissexy sobernative,"['recovery', 'sobriety', 'sober', 'soberissexy', 'sobernative']",0,0,0,0,1,0,1,0,0,0,0,0.017040578644109353,0.0001454404421389441,0.016411870503597124,0.00023432923257176333,0.016654684878983948,9.428180832508368e-05,0.015796124684077508,0.00039207998431680063,0.03489966346753085,0.0008032935033637916,0.02716131169261345,0.00033818058843422386,0.03222483814008241,0.0008590011044299913,0.01383874849578821,0.0002991325157044571,0.024886191198786038,0.00030551142612733715,0.009485771342985522,0.0,0.0163015792154865,0.0003136762860727729
weak people revenge strong people forgive intelligent people ignore,[],1,0,0,0,0,0,1,0,0,0,0,0.0687752850312615,0.00038784117903718426,0.01663669064748202,0.0,0.0651809249940091,0.0,0.02990732940185341,0.0,0.02044123145955378,0.0,0.009274594236502154,0.0,0.027221895232489697,0.0004908577739599951,0.024969915764139594,0.0,0.03839150227617603,0.0,0.0054917623564653024,0.0,0.015282730514518592,0.0
rage rage coming soon keep posted youtube youtubegaming rage,"['YouTube', 'youtubegaming', 'rage']",1,0,0,0,0,0,0,0,0,0,0,0.03297781046953537,0.0004363213264168323,0.0074190647482014396,0.000351493848857645,0.023963575365444523,4.714090416254184e-05,0.007371524852569504,0.00019603999215840032,0.013585940421288793,0.00045185259564213277,0.009274594236502154,0.0,0.01383166568569747,0.0004908577739599951,0.006618531889290013,0.0,0.011684370257966616,6.110228522546743e-05,0.002995506739890165,0.0,0.006113092205807438,0.0
proud understands shows love thought compassion done clouded way,[],0,0,0,0,1,0,1,0,0,0,0,0.014220914551918599,0.0,0.01191546762589928,0.0,0.014258327342439491,0.0,0.014321819713563607,0.0,0.03465038015704848,0.0004016467516818958,0.06127856906260352,0.0,0.03163625662154208,0.0004908577739599951,0.01233453670276775,0.0,0.013657056145675264,0.0,0.007488766849725412,0.0,0.017320427916454405,0.0
started watching glee week addicted facewithrollingeyes glee gleek,"['glee', 'GLEEK']",0,0,0,0,1,1,0,0,0,0,0,0.011523844550692657,0.0,0.011241007194244604,0.0,0.011861969805895038,0.0,0.008635214827295703,0.0,0.020690514770036146,0.0006024701275228437,0.02649884067572044,0.002029083530605343,0.012360211889346674,0.0003067861087249969,0.008724428399518652,0.0,0.016084977238239758,0.0,0.010484273589615577,0.0016528925619834713,0.003565970453387672,0.0
bridgetdelia originalaubs omg terrible,[],1,0,1,1,0,0,0,0,1,0,0,0.009807527277185238,0.0001454404421389441,0.0022482014388489208,0.0,0.010184519530313923,0.00014142271248762553,0.007792754844144903,0.0002940599882376005,0.002243549794341269,0.0,0.0023186485591255384,0.0,0.001618599175985874,0.0,0.003910950661853188,0.0,0.008042488619119879,0.0001833068556764023,0.0044932601098352475,0.0,0.0005094243504839531,0.0
cigarette burning laura hand angle chin purse lips 104 gorgeous transition laurengrodstein,[],0,0,0,0,0,1,0,0,0,0,0,0.005271545911487067,0.0,0.0017985611510791368,0.0,0.004792715073088905,0.0,0.0033698399326032016,0.0,0.003240683036270722,0.0,0.006293474660483604,0.001859993236388231,0.0017657445556209534,0.0,0.003309265944645007,0.0,0.004400606980273142,0.0,0.0004992511233150275,0.0,0.0010188487009679063,0.0
tomorrow last episode despair arc much shit gon happen emotionally prepared,[],0,1,0,1,0,0,0,0,0,0,0,0.024151035920068654,0.0001454404421389441,0.01866007194244604,0.0012888107791446982,0.02288521447399952,0.00014142271248762553,0.02422072451558551,0.0010782199568712021,0.020690514770036146,0.0001506175318807109,0.013580655846306727,0.00016909029421711193,0.018098881695114772,0.00012271444348999877,0.015342960288808665,0.0,0.026100151745068283,6.110228522546743e-05,0.00998502246630055,0.00033057851239669424,0.0056036678553234845,0.0
jorge deserves honestly weak 90dayfiance,['90dayfiance'],1,0,1,0,0,0,0,0,0,0,0,0.0031874463650852034,0.00019392058951859213,0.0011241007194244604,0.0,0.0032350826743350112,0.00018856361665016736,0.0021061499578770007,0.0,0.000997133241929453,0.0,0.0003312355084465055,0.0,0.0022071806945261918,0.0,0.0048134777376654635,0.0004486987735566856,0.003338391502276176,0.0001833068556764023,0.0,0.0,0.0020376974019358125,0.0
modern family never fails cheer especially phil,[],0,0,0,0,1,1,1,0,0,0,0,0.009684933186220426,4.848014737964803e-05,0.006969424460431655,0.0,0.009705248023005032,4.714090416254184e-05,0.006950294860994103,0.00019603999215840032,0.013461298766047613,0.0004016467516818958,0.014905597880092748,0.0013527223537368955,0.017510300176574456,0.0005522149957049945,0.00812274368231047,0.0,0.011987860394537178,6.110228522546743e-05,0.004992511233150275,0.0,0.0056036678553234845,0.0
sometimes get sit back proud pleasing well,[],0,0,0,0,1,1,1,0,0,0,0,0.03126149319602795,0.0001454404421389441,0.023830935251798566,0.0,0.028157201054397313,9.428180832508368e-05,0.02253580454928391,9.801999607920016e-05,0.030287922223607128,0.0003012350637614218,0.02053660152368334,0.0010145417653026716,0.032224838140082396,0.0003681433304699963,0.024669073405535497,0.0,0.03186646433990896,0.00012220457045093486,0.018472291562656017,0.0,0.02088639836984208,0.0
follow snapchat ghost carlabtst15 snapchat,['snapchat'],0,0,0,0,1,0,1,0,0,0,0,0.0030648522741203877,0.0,0.007194244604316547,0.00046865846514352667,0.0034747184279894563,0.0,0.002316764953664701,0.0,0.006232082762059081,0.0002008233758409479,0.0059622391520370984,0.0,0.0044143613890523835,0.00024542888697999754,0.0006016847172081829,0.0,0.004400606980273141,0.0,0.0024962556165751375,0.0,0.0020376974019358125,0.0
lemonlover666 shit even begin describe fiery little demons straight hell fullmoonface newmoonface,[],1,0,1,0,0,0,0,0,0,0,0,0.02500919455682236,0.0005332816211761284,0.010566546762589928,0.0,0.025281572010543974,0.0005185499457879603,0.011583824768323505,0.0,0.013959865387012339,0.0,0.01258694932096721,0.0,0.011918775750441438,0.0,0.01022864019253911,0.0,0.01684370257966616,0.0,0.00998502246630055,0.0,0.008660213958227202,0.0
way hard get discouraged,[],1,0,0,0,0,0,0,1,1,0,0,0.02586735319357607,0.00033936103165753623,0.020233812949640287,0.00023432923257176333,0.025401389887371197,0.00014142271248762553,0.020640269587194608,0.00019603999215840032,0.021189081391000876,0.00025102921980118485,0.01457436237164624,0.0,0.026191877575044143,0.0004908577739599951,0.023465703971119134,0.0007478312892611426,0.027314112291350532,0.0003666137113528046,0.012980529206190715,0.0,0.020886398369842078,0.0012547051442910915
jessicaz00 zrlondon ditto amazing atmosphere philippplein cheerleaders stunt londonevents cheer,"['PhilippPlein', 'cheerleaders', 'stunt', 'LondonEvents', 'cheer']",0,0,0,0,1,1,0,0,0,1,0,0.001225940909648155,0.0,0.0049460431654676255,0.0,0.0015576323987538943,0.0,0.0006318449873631002,0.0,0.017574473389006605,0.0008534993473240286,0.020867837032129844,0.0028745350016909027,0.012065921130076518,0.0004908577739599951,0.0012033694344163659,0.0,0.0024279210925644916,0.0,0.01397903145282077,0.002975206611570248,0.0056036678553234845,0.0
somewhere rpt tht pakis afraid tsd amp asked shut congis obliged amp exposed hounded themtime revive badlaofuri,['BadlaofUri'],0,0,0,0,0,0,0,0,0,0,0,0.03371337501532426,0.0,0.02787769784172662,0.0,0.03522645578720345,0.0,0.04380791912384162,0.0,0.04125638788483112,0.0,0.027492547201059953,0.0,0.03811065332548558,0.0,0.02316486161251504,0.0,0.03641881638846738,0.0,0.020968547179231155,0.0,0.030565461029037184,0.0
interview preparation hate talking one dull subject matter yawnoff,['yawnoff'],1,0,1,1,0,0,0,0,0,0,0,0.021699154100772347,0.00038784117903718426,0.013489208633093525,0.0,0.02264557872034508,0.0003771272333003348,0.015796124684077505,0.0007841599686336015,0.017325190078524243,0.0,0.011262007287181188,0.0,0.017216009417304293,0.0,0.017448856799037304,0.0,0.019726858877086497,0.0,0.00399400898652022,0.0,0.011207335710646969,0.0
manchester derby home,[],0,0,0,0,1,0,0,0,0,0,0,0.0030648522741203877,9.696029475929607e-05,0.0017985611510791368,0.0,0.003354900551162233,9.428180832508368e-05,0.0021061499578770007,0.0,0.003988532967717812,0.00010041168792047395,0.0029811195760185492,0.0,0.0033843437316068274,0.0,0.0027075812274368234,0.0,0.003490136570561457,0.0,0.000998502246630055,0.0,0.0010188487009679063,0.0
probably useful women dealing rereading article woman harassed subway concern,['concern'],1,0,1,1,0,0,0,1,0,1,0,0.006374892730170406,0.0004363213264168323,0.00427158273381295,0.0,0.006230529595015577,0.00042426813746287664,0.005897219882055603,0.0008821799647128017,0.003489966346753085,0.0,0.00364359059291156,0.0,0.004120070629782225,0.0,0.006317689530685923,0.0013460963206700569,0.005311077389984826,0.0004888182818037394,0.008487269096355467,0.002975206611570248,0.004584819154355578,0.0
girlandlurchers yep peeps always cheer others fine drooling gbbo,[],0,0,0,0,1,0,1,0,0,0,0,0.00980752727718524,0.0,0.006294964028776979,0.0,0.009465612269350587,0.0,0.006529064869418703,0.0,0.018945531596659602,0.0004016467516818958,0.018217952964557804,0.0,0.019717480871100646,0.0004908577739599951,0.009326113116726835,0.0,0.011987860394537177,0.0,0.0054917623564653024,0.0,0.012735608762098827,0.0
jaredwyand maybe transgender media would cover outrage,['outrage'],1,0,0,0,0,0,0,0,1,0,0,0.020963589554983453,0.0005332816211761284,0.013039568345323741,0.0,0.019410496046010063,0.0002357045208127092,0.012426284751474306,0.0,0.010345257385018073,0.0,0.006293474660483604,0.0,0.011330194231901118,0.0,0.011732851985559567,0.0,0.01426403641881639,0.0003666137113528046,0.0054917623564653024,0.0,0.011207335710646967,0.0
want playful relationship\nme kicks couch,[],0,0,0,0,1,0,0,0,0,0,0,0.007233051366924114,0.0,0.00966726618705036,0.0,0.0069494368559789126,0.0,0.0069502948609941025,0.0,0.0108438240059828,0.0002008233758409479,0.01093077177873468,0.0,0.010594467333725722,0.0,0.007521058965102287,0.0,0.007738998482549317,0.0,0.0004992511233150275,0.0,0.003056546102903719,0.0
romero fucking dreadful like seriously month old better,[],1,0,1,0,0,0,0,0,0,0,0,0.044011278656368766,0.0006302419159354244,0.016861510791366906,0.0,0.043853342918763485,0.0006128317541130438,0.02506318449873631,9.801999607920016e-05,0.02567618097968341,0.0,0.015568068896985757,0.0,0.023248969982342556,0.0,0.02737665463297232,0.00014956625785222854,0.03429438543247344,6.110228522546743e-05,0.013479780329505742,0.0,0.017320427916454408,0.0
day make goals challenges business goals success photographer photography thursdaythoughts,"['goals', 'challenges', 'business', 'goals', 'success', 'photographer', 'photography', 'ThursdayThoughts']",0,0,0,0,1,0,1,0,0,0,0,0.01446610273384823,0.0,0.017086330935251796,0.0009373169302870534,0.013898873711957825,0.0,0.014953664700926707,0.0,0.035024305122772034,0.0009037051912842655,0.024511427625041406,0.0,0.040464979399646855,0.001104429991409989,0.009626955475330929,0.0,0.019575113808801215,0.0,0.008487269096355467,0.0,0.023433520122261842,0.0
since update iphone loses power nearly faster,[],1,0,1,0,0,0,0,0,1,0,0,0.00600711045727596,0.0005817617685557764,0.0040467625899280575,0.0,0.005871075964533908,0.0005656908499505021,0.0056866048862679024,0.0,0.003240683036270722,0.0,0.001987413050679033,0.0,0.005002942907592701,0.0,0.004512635379061372,0.0,0.008042488619119879,0.0007332274227056092,0.0034947578632051925,0.0,0.003056546102903719,0.0
katherinearabis taken granted misogyny air treated normal angry response pathological,[],1,0,1,0,0,0,0,0,0,0,0,0.015201667279637121,0.0004363213264168323,0.0017985611510791368,0.0,0.012580877066858377,0.00042426813746287664,0.0031592249368155014,0.0,0.002617474760064814,0.0,0.0023186485591255384,0.0,0.0033843437316068274,0.0,0.003309265944645006,0.0,0.005159332321699545,0.0,0.00199700449326011,0.0,0.0020376974019358125,0.0
clouded out\n\n considering using camera star trails eyepiece projection,[],0,1,0,0,1,0,1,0,0,0,0,0.0025744759102611257,0.0,0.0033723021582733807,0.0009373169302870534,0.0023963575365444525,0.0,0.0014743049705139004,0.0,0.0024928331048236323,0.0004016467516818958,0.0003312355084465055,0.0,0.0025014714537963507,0.0004908577739599951,0.0012033694344163659,0.0,0.0013657056145675263,0.0,0.0014977533699450825,0.0,0.0,0.0
kmunie7 karanesch helluva lot animated actual game,[],0,1,0,0,1,1,1,0,0,0,0,0.006129704548240775,0.0,0.0085431654676259,0.00070298769771529,0.006589983225497245,0.0,0.002527379949452401,0.0,0.008974199177365074,0.0003012350637614218,0.004968532626697582,0.0010145417653026716,0.005885815185403178,0.0003681433304699963,0.003910950661853188,0.0,0.0027314112291350534,0.0,0.0024962556165751375,0.0,0.005094243504839531,0.0
onefumi see seen many people mourn loss surprised see tweet suppose old,[],0,0,0,0,0,0,0,0,1,1,0,0.04364349638347432,9.696029475929607e-05,0.025404676258992804,0.00011716461628588167,0.04553079319434461,0.00018856361665016736,0.027169334456613313,0.00019603999215840032,0.03240683036270722,0.0,0.02020536601523683,0.0,0.030606238964096526,0.0,0.037003610108303255,0.0002991325157044571,0.045827010622154774,0.0009165342783820114,0.02196704942586121,0.003636363636363637,0.011207335710646969,0.0
anger resentment hatred destroyer fortune today,[],1,0,0,0,0,0,1,0,0,0,0,0.020595807282089006,0.00048480147379648033,0.006070143884892086,0.0,0.01509705248023005,0.0,0.007160909856781803,0.0,0.008974199177365076,0.0,0.006624710168930109,0.0,0.01412595644496763,0.0003067861087249969,0.011732851985559567,0.0007478312892611427,0.01244309559939302,0.0,0.0044932601098352475,0.0,0.0056036678553234845,0.0
optimism leads success bill kerr coachkerr success optimism goals,"['success', 'optimism', 'goals']",0,0,0,0,1,0,1,0,0,0,1,0.0030648522741203877,0.0,0.006969424460431655,0.0,0.0025161754133716753,0.0,0.003369839932603201,0.0,0.02093979808051851,0.0007028818154433176,0.006955945677376615,0.0,0.035167745732783987,0.0008590011044299913,0.005415162454873647,0.0,0.0037936267071320183,0.0,0.00199700449326011,0.0,0.02750891492613347,0.00439146800501882
skyuk joke cut internet early mistake reinstate longer need engineer poutingface,[],1,0,1,0,0,0,0,0,1,0,0,0.02047321319112419,0.0009696029475929607,0.00966726618705036,0.0,0.019769949676491733,0.000942818083250837,0.008424599831508003,0.0,0.009846690764053347,0.0,0.004637297118251077,0.0,0.010300176574455562,0.0,0.00842358604091456,0.0,0.015326251896813355,0.0006110228522546743,0.0034947578632051925,0.0,0.005094243504839531,0.0
jimmyfallon shawnmendes sucker pine wan rake wan pile sucker pine fallsongs,['FallSongs'],1,0,0,0,1,0,0,0,0,0,0,0.009071962731396347,0.0005817617685557764,0.0069694244604316564,0.0,0.006470165348670022,0.0,0.0033698399326032016,0.0,0.01171631559267107,0.0006024701275228437,0.0036435905929115605,0.0,0.006768687463213654,0.0,0.00421179302045728,0.0,0.006980273141122913,0.0,0.002995506739890165,0.0,0.0010188487009679063,0.0
gutted dropped one earrings sink school,[],0,0,0,0,0,0,0,0,1,0,0,0.014098320460953781,0.0,0.011465827338129498,0.0,0.014857416726575607,0.0,0.010320134793597304,0.0,0.014707715318459429,0.0,0.010930771778734681,0.0,0.013095938787522072,0.0,0.015042117930204574,0.0,0.01669195751138088,0.00030551142612733715,0.0064902646030953574,0.0,0.011716760061130923,0.0
quarterback wrecks every time glee,['glee'],0,0,0,0,1,0,1,0,0,0,0,0.013485350006129704,0.00048480147379648033,0.010116906474820143,0.00011716461628588167,0.013779055835130602,0.0005185499457879602,0.012426284751474306,0.00019603999215840032,0.022809422909136234,0.0005020584396023697,0.020205366015236835,0.0005072708826513358,0.020011771630370805,0.0004295005522149957,0.011131167268351385,0.0002991325157044571,0.017602427921092567,0.0004888182818037394,0.00399400898652022,0.0,0.007641365257259297,0.0
montelwilliams ban goes harm many people disabled veterans people chronicpain iamkratom,"['chronicpain', 'iamkratom']",0,0,1,0,0,0,0,0,0,0,0,0.04450165502022803,0.0004363213264168323,0.010566546762589928,0.0,0.0450515216870357,0.0004714090416254185,0.02527379949452401,0.0008821799647128017,0.013835223731771158,0.0,0.008943358728055647,0.0,0.015450264861683341,0.0,0.020758122743682314,0.0,0.03095599393019727,0.0006110228522546743,0.0054917623564653024,0.00033057851239669424,0.007131940906775344,0.0
happy birthday stephen king man responsible best horror past years whole bunch worst,[],0,0,0,0,1,0,0,0,0,0,0,0.025499570920681624,0.0,0.014613309352517987,0.00011716461628588167,0.02432302899592619,4.714090416254184e-05,0.030539174389216515,0.0,0.047987037267854915,0.001807410382568531,0.05299768135144087,0.0037199864727764627,0.04178928781636257,0.0008590011044299914,0.019253910950661854,0.0,0.02807283763277694,0.0,0.01397903145282077,0.0,0.020376974019358125,0.0006273525721455458
